azure_batchblobcount_average;azure_batchblobcount_count;azure_batchblobcount_maximum;azure_batchblobcount_minimum;azure_batchblobcount_total,Gauge,Count,Number of data sources in an aggregated batch for ingestion.,
azure_batchduration_average;azure_batchduration_count;azure_batchduration_maximum;azure_batchduration_minimum;azure_batchduration_total,Gauge,Seconds,The duration of the aggregation phase in the ingestion flow.,
azure_batchesprocessed_average;azure_batchesprocessed_count;azure_batchesprocessed_maximum;azure_batchesprocessed_minimum;azure_batchesprocessed_total,Gauge,Count,"Number of batches aggregated for ingestion. Batching Type: whether the batch reached batching time, data size or number of files limit set by batching policy",
azure_batchsize_average;azure_batchsize_count;azure_batchsize_maximum;azure_batchsize_minimum;azure_batchsize_total,Gauge,Bytes,Uncompressed expected data size in an aggregated batch for ingestion.,
azure_blobsdropped_average;azure_blobsdropped_count;azure_blobsdropped_maximum;azure_blobsdropped_minimum;azure_blobsdropped_total,Gauge,Count,Number of blobs permanently rejected by a component.,
azure_blobsprocessed_average;azure_blobsprocessed_count;azure_blobsprocessed_maximum;azure_blobsprocessed_minimum;azure_blobsprocessed_total,Gauge,Count,Number of blobs processed by a component.,
azure_blobsreceived_average;azure_blobsreceived_count;azure_blobsreceived_maximum;azure_blobsreceived_minimum;azure_blobsreceived_total,Gauge,Count,Number of blobs received from input stream by a component.,
azure_cacheutilization_average;azure_cacheutilization_count;azure_cacheutilization_maximum;azure_cacheutilization_minimum;azure_cacheutilization_total,Gauge,Percent,"Utilization level in the cluster scope. The metric is deprecated and presented for backward compatibility only, you should use the 'Cache utilization factor' metric instead.",
azure_cacheutilizationfactor_average;azure_cacheutilizationfactor_count;azure_cacheutilizationfactor_maximum;azure_cacheutilizationfactor_minimum;azure_cacheutilizationfactor_total,Gauge,Percent,"Percentage of utilized disk space dedicated for hot cache in the cluster. 100% means that the disk space assigned to hot data is optimally utilized. No action is needed in terms of the cache size. More than 100% means that the cluster's disk space is not large enough to accommodate the hot data, as defined by your caching policies. To ensure that sufficient space is available for all the hot data, the amount of hot data needs to be reduced or the cluster needs to be scaled out. Enabling auto scale is recommended.",
azure_continuousexportmaxlatenessminutes_average;azure_continuousexportmaxlatenessminutes_count;azure_continuousexportmaxlatenessminutes_maximum;azure_continuousexportmaxlatenessminutes_minimum;azure_continuousexportmaxlatenessminutes_total,Gauge,Count,The lateness (in minutes) reported by the continuous export jobs in the cluster,
azure_continuousexportnumofrecordsexported_average;azure_continuousexportnumofrecordsexported_count;azure_continuousexportnumofrecordsexported_maximum;azure_continuousexportnumofrecordsexported_minimum;azure_continuousexportnumofrecordsexported_total,Gauge,Count,"Number of records exported, fired for every storage artifact written during the export operation",
